2025-11-04T14:35:59.187+08:00  INFO 36260 --- [magic-bag-mono] [main] n.i.s.LeftoverBlindBoxBackendApplication : Starting LeftoverBlindBoxBackendApplication using Java 21.0.8 with PID 36260 (P:\NUS\leftover-blind-box-backend\target\classes started by cxy04 in P:\NUS\leftover-blind-box-backend)
2025-11-04T14:35:59.191+08:00  INFO 36260 --- [magic-bag-mono] [main] n.i.s.LeftoverBlindBoxBackendApplication : The following 1 profile is active: "dev"
2025-11-04T14:35:59.240+08:00  INFO 36260 --- [magic-bag-mono] [main] c.a.c.n.c.NacosConfigDataLoader          : [Nacos Config] Load config[dataId=shared-config.yaml, group=DEFAULT_GROUP] success
2025-11-04T14:35:59.242+08:00  INFO 36260 --- [magic-bag-mono] [main] c.a.c.n.c.NacosConfigDataLoader          : [Nacos Config] Load config[dataId=magic-bag-mono-dev.yaml, group=magic-bag-mono] success
2025-11-04T14:36:00.059+08:00  INFO 36260 --- [magic-bag-mono] [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode
2025-11-04T14:36:00.060+08:00  INFO 36260 --- [magic-bag-mono] [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-11-04T14:36:00.093+08:00  INFO 36260 --- [magic-bag-mono] [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 16 ms. Found 0 Redis repository interfaces.
2025-11-04T14:36:00.220+08:00  INFO 36260 --- [magic-bag-mono] [main] o.s.cloud.context.scope.GenericScope     : BeanFactory id=e5e5544f-0b74-3275-84da-ef4dad31e28f
2025-11-04T14:36:00.669+08:00  INFO 36260 --- [magic-bag-mono] [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port 10015 (http)
2025-11-04T14:36:00.679+08:00  INFO 36260 --- [magic-bag-mono] [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2025-11-04T14:36:00.679+08:00  INFO 36260 --- [magic-bag-mono] [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-11-04T14:36:00.748+08:00  INFO 36260 --- [magic-bag-mono] [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2025-11-04T14:36:00.748+08:00  INFO 36260 --- [magic-bag-mono] [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1495 ms
2025-11-04T14:36:01.391+08:00  INFO 36260 --- [magic-bag-mono] [main] nus.iss.se.magicbag.util.RsaUtil         : use existed RSA private key: .keys\private-key.pem
2025-11-04T14:36:01.478+08:00  INFO 36260 --- [magic-bag-mono] [main] r$InitializeUserDetailsManagerConfigurer : Global AuthenticationManager configured with UserDetailsService bean with name myUserDetailsService
2025-11-04T14:36:02.724+08:00  INFO 36260 --- [magic-bag-mono] [main] o.s.b.a.w.s.WelcomePageHandlerMapping    : Adding welcome page: class path resource [static/index.html]
2025-11-04T14:36:02.904+08:00  INFO 36260 --- [magic-bag-mono] [main] o.s.b.a.e.web.EndpointLinksResolver      : Exposing 1 endpoint beneath base path '/actuator'
2025-11-04T14:36:03.374+08:00  INFO 36260 --- [magic-bag-mono] [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port 10015 (http) with context path '/'
2025-11-04T14:36:03.386+08:00  INFO 36260 --- [magic-bag-mono] [main] n.i.s.LeftoverBlindBoxBackendApplication : Started LeftoverBlindBoxBackendApplication in 5.652 seconds (process running for 6.291)
2025-11-04T14:36:03.400+08:00  INFO 36260 --- [magic-bag-mono] [main] c.a.c.n.refresh.NacosContextRefresher    : [Nacos Config] Listening config: dataId=shared-config.yaml, group=DEFAULT_GROUP
2025-11-04T14:36:03.401+08:00  INFO 36260 --- [magic-bag-mono] [main] c.a.c.n.refresh.NacosContextRefresher    : [Nacos Config] Listening config: dataId=magic-bag-mono-dev.yaml, group=magic-bag-mono
2025-11-04T14:36:03.569+08:00  INFO 36260 --- [magic-bag-mono] [RMI TCP Connection(1)-192.168.10.158] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-11-04T14:36:03.569+08:00  INFO 36260 --- [magic-bag-mono] [RMI TCP Connection(1)-192.168.10.158] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2025-11-04T14:36:03.571+08:00  INFO 36260 --- [magic-bag-mono] [RMI TCP Connection(3)-192.168.10.158] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2025-11-04T14:36:03.572+08:00  INFO 36260 --- [magic-bag-mono] [RMI TCP Connection(1)-192.168.10.158] o.s.web.servlet.DispatcherServlet        : Completed initialization in 0 ms
2025-11-04T14:36:03.796+08:00  INFO 36260 --- [magic-bag-mono] [RMI TCP Connection(3)-192.168.10.158] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@64a1a70c
2025-11-04T14:36:03.798+08:00  INFO 36260 --- [magic-bag-mono] [RMI TCP Connection(3)-192.168.10.158] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2025-11-04T14:36:23.353+08:00  INFO 36260 --- [magic-bag-mono] [http-nio-10015-exec-8] o.springdoc.api.AbstractOpenApiResource  : Init duration for springdoc-openapi is: 374 ms
2025-11-04T14:37:41.745+08:00 ERROR 36260 --- [magic-bag-mono] [http-nio-10015-exec-5] n.i.s.m.config.SecurityChainConfig       : Authentication failed - Path: /api/merchants/register, Has Token: true, Error: InsufficientAuthenticationException
2025-11-04T14:40:43.734+08:00 ERROR 36260 --- [magic-bag-mono] [http-nio-10015-exec-1] n.i.s.m.c.e.GlobalExceptionHandler       : org.springframework.web.servlet.resource.NoResourceFoundException: No static resource api/merchant/register.
	at org.springframework.web.servlet.resource.ResourceHttpRequestHandler.handleRequest(ResourceHttpRequestHandler.java:585)
	at org.springframework.web.servlet.mvc.HttpRequestHandlerAdapter.handle(HttpRequestHandlerAdapter.java:52)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1089)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:914)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:590)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:195)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:110)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:108)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:108)
	at org.springframework.security.web.FilterChainProxy.lambda$doFilterInternal$3(FilterChainProxy.java:231)
	at org.springframework.security.web.ObservationFilterChainDecorator$FilterObservation$SimpleFilterObservation.lambda$wrap$1(ObservationFilterChainDecorator.java:479)
	at org.springframework.security.web.ObservationFilterChainDecorator$AroundFilterObservation$SimpleAroundFilterObservation.lambda$wrap$1(ObservationFilterChainDecorator.java:340)
	at org.springframework.security.web.ObservationFilterChainDecorator.lambda$wrapSecured$0(ObservationFilterChainDecorator.java:82)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:128)
	at org.springframework.security.web.access.intercept.AuthorizationFilter.doFilter(AuthorizationFilter.java:101)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:125)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:119)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:131)
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:85)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter(AnonymousAuthenticationFilter.java:100)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter(SecurityContextHolderAwareRequestFilter.java:179)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter(RequestCacheAwareFilter.java:63)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at nus.iss.se.magicbag.auth.filter.JwtAuthenticationFilter.doFilterInternal(JwtAuthenticationFilter.java:91)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:107)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:93)
